name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
ENST00000427412.5,chrX,-,72301967,72305565,72301967,72305314,3,"72301967,72302809,72305301,","72302244,72302934,72305565,",0,CITED1,cmpl,cmpl,"0,1,0,"
ENST00000450875.5,chrX,-,72302053,72305892,72302053,72305314,4,"72302053,72302809,72305301,72305824,","72302244,72302934,72305422,72305892,",0,CITED1,cmpl,cmpl,"0,1,0,-1,"
ENST00000454225.1,chrX,-,72302205,72306907,72302205,72305314,4,"72302205,72302809,72305301,72306476,","72302244,72302934,72305422,72306907,",0,CITED1,cmpl,cmpl,"0,1,0,-1,"
ENST00000373573.9,chrX,-,72329515,72572843,72330053,72572761,11,"72329515,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330076,72351838,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572843,",0,HDAC8,cmpl,cmpl,"1,0,1,2,1,1,2,1,2,0,0,"
ENST00000373583.6,chrX,-,72329515,72572877,72330053,72572761,10,"72329515,72351732,72462003,72464558,72488932,72495155,72567888,72568753,72572056,72572650,","72330076,72351838,72462098,72464731,72489041,72495268,72568030,72568884,72572109,72572877,",0,HDAC8,cmpl,cmpl,"1,0,1,2,1,2,1,2,0,0,"
ENST00000648850.1,chrX,-,72329518,72494380,72494349,72494380,7,"72329518,72351732,72462003,72464558,72488932,72490928,72494195,","72330076,72351838,72462102,72464731,72489041,72491006,72494380,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,-1,-1,2,"
ENST00000649097.1,chrX,-,72329537,72572816,72349909,72572761,12,"72329537,72349691,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330076,72349926,72351838,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572816,",0,HDAC8,cmpl,cmpl,"-1,1,0,1,2,1,1,2,1,2,0,0,"
ENST00000648452.1,chrX,-,72329537,72572865,72330053,72572761,12,"72329537,72330657,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330076,72330768,72351838,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572865,",0,HDAC8,cmpl,cmpl,"1,1,0,1,2,1,1,2,1,2,0,0,"
ENST00000648855.1,chrX,-,72329556,72572685,72329556,72329556,12,"72329556,72330690,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330076,72330876,72351838,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572685,",0,HDAC8,none,none,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
ENST00000647886.1,chrX,-,72329556,72572859,72330053,72572761,12,"72329556,72330690,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330076,72330768,72351838,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572859,",0,HDAC8,cmpl,cmpl,"1,1,0,1,2,1,1,2,1,2,0,0,"
ENST00000648459.1,chrX,-,72329558,72568022,72330053,72568022,5,"72329558,72351732,72462003,72464558,72567888,","72330076,72351838,72462098,72464731,72568022,",0,HDAC8,cmpl,cmpl,"1,0,1,2,0,"
ENST00000648504.1,chrX,-,72329558,72572698,72462088,72572698,12,"72329558,72330690,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330076,72330876,72351838,72462102,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572698,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,1,2,1,1,2,1,2,0,0,"
ENST00000648939.1,chrX,-,72329558,72572787,72462088,72572761,11,"72329558,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330076,72351838,72462102,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572787,",0,HDAC8,cmpl,cmpl,"-1,-1,1,2,1,1,2,1,2,0,0,"
ENST00000647654.1,chrX,-,72329558,72572843,72330053,72572761,10,"72329558,72330690,72351732,72462003,72464558,72488932,72490928,72495155,72572056,72572650,","72330076,72330768,72351838,72462098,72464731,72489041,72491006,72495268,72572109,72572843,",0,HDAC8,cmpl,cmpl,"1,1,0,1,2,1,1,2,0,0,"
ENST00000373589.9,chrX,-,72329559,72573101,72330053,72572761,9,"72329559,72351732,72462003,72464558,72488932,72490928,72495155,72572056,72572650,","72330076,72351838,72462098,72464731,72489041,72491006,72495268,72572109,72573101,",0,HDAC8,cmpl,cmpl,"1,0,1,2,1,1,2,0,0,"
ENST00000647859.1,chrX,-,72329567,72572843,72330865,72572761,11,"72329567,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330876,72351838,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572843,",0,HDAC8,cmpl,cmpl,"1,0,1,2,1,1,2,1,2,0,0,"
ENST00000647980.1,chrX,-,72329567,72572847,72330053,72572761,11,"72329567,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330076,72351838,72462098,72464731,72489041,72491000,72495268,72568030,72568884,72572109,72572847,",0,HDAC8,cmpl,cmpl,"1,0,1,2,1,1,2,1,2,0,0,"
ENST00000647594.1,chrX,-,72329567,72572865,72330865,72572761,12,"72329567,72330815,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330076,72330876,72351838,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572865,",0,HDAC8,cmpl,cmpl,"-1,1,0,1,2,1,1,2,1,2,0,0,"
ENST00000650604.1,chrX,-,72329567,72573081,72330053,72572761,6,"72329567,72351732,72462003,72464558,72572056,72572650,","72330076,72351838,72462098,72464731,72572109,72573081,",0,HDAC8,cmpl,cmpl,"1,0,1,2,0,0,"
ENST00000650477.1,chrX,-,72329568,72349797,72329568,72329568,3,"72329568,72330815,72349691,","72330076,72330876,72349797,",0,HDAC8,none,none,"-1,-1,-1,"
ENST00000650076.1,chrX,-,72329573,72495179,72330053,72495179,6,"72329573,72351732,72385144,72488932,72490928,72495155,","72330076,72351838,72385295,72489041,72491006,72495179,",0,HDAC8,cmpl,cmpl,"1,0,2,1,1,1,"
ENST00000648731.1,chrX,-,72329577,72572681,72494349,72572681,12,"72329577,72351732,72462003,72464558,72488932,72490928,72494195,72495155,72567888,72568753,72572056,72572650,","72330076,72351838,72462098,72464731,72489041,72491006,72494381,72495268,72568030,72568884,72572109,72572681,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,-1,-1,1,2,1,2,0,2,"
ENST00000649181.1,chrX,-,72329617,72572781,72489031,72572761,10,"72329617,72351732,72462003,72464558,72488932,72490928,72567888,72568753,72572056,72572650,","72330076,72351838,72462098,72464731,72489041,72491006,72568030,72568884,72572109,72572781,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,2,2,1,2,0,0,"
ENST00000649274.1,chrX,-,72329724,72572704,72572083,72572704,12,"72329724,72330690,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72330076,72330768,72351838,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572104,72572704,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,"
ENST00000650471.1,chrX,-,72329804,72572843,72491000,72572761,10,"72329804,72351732,72462003,72464558,72488932,72490928,72495155,72568753,72572056,72572650,","72330076,72351838,72462098,72464731,72489041,72491006,72495268,72568884,72572109,72572843,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,-1,0,1,2,0,0,"
ENST00000648276.1,chrX,-,72329919,72464712,72330067,72464712,5,"72329919,72351732,72393958,72462003,72464558,","72330076,72351838,72394098,72462098,72464712,",0,HDAC8,cmpl,cmpl,"0,2,0,1,0,"
ENST00000470998.2,chrX,-,72330831,72464564,72462398,72464564,5,"72330831,72351732,72462003,72462361,72464558,","72330876,72351838,72462098,72462442,72464564,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,1,1,"
ENST00000647641.1,chrX,-,72333655,72572848,72333655,72333655,11,"72333655,72351732,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72335901,72351838,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572848,",0,HDAC8,none,none,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
ENST00000649543.1,chrX,-,72351143,72572816,72494349,72572761,11,"72351143,72462003,72464558,72488932,72490928,72494195,72495155,72567888,72568753,72572056,72572650,","72351838,72462098,72464731,72489041,72491006,72494381,72495268,72568030,72568884,72572109,72572816,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,-1,1,2,1,2,0,0,"
ENST00000373568.7,chrX,-,72351299,72572842,72351589,72572761,10,"72351299,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72351838,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572842,",0,HDAC8,cmpl,cmpl,"0,1,2,1,1,2,1,2,0,0,"
ENST00000648139.1,chrX,-,72351378,72572816,72351589,72572761,7,"72351378,72462003,72464558,72567888,72568753,72572056,72572650,","72351838,72462098,72464731,72568030,72568884,72572109,72572816,",0,HDAC8,cmpl,cmpl,"0,1,2,1,2,0,0,"
ENST00000648834.1,chrX,-,72351420,72572818,72462088,72572761,10,"72351420,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72351838,72462102,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572818,",0,HDAC8,cmpl,cmpl,"-1,1,2,1,1,2,1,2,0,0,"
ENST00000648711.1,chrX,-,72351621,72572659,72462088,72572659,8,"72351621,72462003,72464558,72488932,72490928,72495155,72572056,72572650,","72351838,72462102,72464731,72489041,72491006,72495268,72572109,72572659,",0,HDAC8,cmpl,cmpl,"-1,1,2,1,1,2,0,0,"
ENST00000436675.6,chrX,-,72351790,72572858,72464723,72572761,8,"72351790,72462003,72464558,72495155,72567888,72568753,72572056,72572650,","72351838,72462098,72464731,72495268,72568030,72568884,72572109,72572858,",0,HDAC8,cmpl,cmpl,"-1,-1,1,2,1,2,0,0,"
ENST00000647606.1,chrX,-,72351791,72568791,72562635,72568791,9,"72351791,72462003,72464558,72488932,72490928,72495155,72562635,72567888,72568753,","72351838,72462098,72464731,72489041,72491006,72495266,72562669,72568030,72568791,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,-1,-1,2,1,2,"
ENST00000410878.1,chrX,-,72376978,72377169,72376978,72376978,1,"72376978,","72377169,",0,RNU2-68P,none,none,"-1,"
ENST00000415409.6,chrX,-,72385108,72572843,72385265,72572761,10,"72385108,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72385295,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572843,",0,HDAC8,cmpl,cmpl,"0,1,2,1,1,2,1,2,0,0,"
ENST00000478743.2,chrX,-,72421654,72572847,72421654,72421654,10,"72421654,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72422475,72462095,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572847,",0,HDAC8,none,none,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
ENST00000648298.1,chrX,-,72457401,72572843,72461955,72572761,9,"72457401,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572843,",0,HDAC8,cmpl,cmpl,"1,2,1,1,2,1,2,0,0,"
ENST00000648870.1,chrX,-,72457405,72572856,72460451,72572761,10,"72457405,72462003,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72460460,72462098,72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572856,",0,HDAC8,cmpl,cmpl,"0,1,2,1,1,2,1,2,0,0,"
ENST00000649116.1,chrX,-,72457415,72572843,72495262,72572761,9,"72457415,72464558,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72462098,72464731,72489041,72491006,72495266,72568030,72568884,72572109,72572843,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,2,1,2,0,0,"
ENST00000649752.1,chrX,-,72457620,72572843,72461955,72572761,7,"72457620,72464558,72488932,72490928,72495155,72572056,72572650,","72462098,72464731,72489041,72491006,72495268,72572109,72572843,",0,HDAC8,cmpl,cmpl,"1,2,1,1,2,0,0,"
ENST00000647718.1,chrX,-,72460154,72572816,72460154,72460154,8,"72460154,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72464731,72489041,72491006,72495268,72568030,72568884,72572109,72572816,",0,HDAC8,none,none,"-1,-1,-1,-1,-1,-1,-1,-1,"
ENST00000649242.1,chrX,-,72460258,72572816,72494349,72572761,11,"72460258,72462361,72464558,72488932,72490928,72494195,72495155,72567888,72568753,72572056,72572650,","72462098,72462442,72464731,72489041,72491006,72494381,72495268,72568030,72568884,72572109,72572816,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,-1,1,2,1,2,0,0,"
ENST00000649518.1,chrX,-,72460341,72572866,72494349,72572761,10,"72460341,72464558,72488932,72490928,72494195,72495155,72567888,72568753,72572056,72572650,","72462098,72464731,72489041,72491006,72494381,72495268,72568030,72568884,72572109,72572866,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,1,2,1,2,0,0,"
ENST00000648285.1,chrX,-,72464028,72572817,72464028,72464028,6,"72464028,72488932,72490928,72495155,72572056,72572650,","72464731,72489041,72491006,72495268,72572109,72572817,",0,HDAC8,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000412342.6,chrX,-,72464667,72572778,72568023,72572761,7,"72464667,72488932,72490928,72495155,72567888,72572056,72572650,","72464731,72489041,72491006,72495268,72568030,72572109,72572778,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,2,0,0,"
ENST00000373571.6,chrX,-,72466695,72572843,72467986,72572761,8,"72466695,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72468011,72489041,72491006,72495268,72568030,72568884,72572109,72572843,",0,HDAC8,cmpl,cmpl,"2,1,1,2,1,2,0,0,"
ENST00000648962.1,chrX,-,72473415,72572821,72474658,72572761,6,"72473415,72495155,72567888,72568753,72572056,72572650,","72474729,72495268,72568030,72568884,72572109,72572821,",0,HDAC8,cmpl,cmpl,"1,2,1,2,0,0,"
ENST00000439122.7,chrX,-,72473415,72573083,72474695,72572761,8,"72473415,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72474729,72489041,72491006,72495268,72568030,72568884,72572109,72573083,",0,HDAC8,cmpl,cmpl,"2,1,1,2,1,2,0,0,"
ENST00000648158.1,chrX,-,72473416,72475729,72473416,72473416,1,"72473416,","72475729,",0,HDAC8,none,none,"-1,"
ENST00000648036.1,chrX,-,72473430,72572810,72474695,72572761,8,"72473430,72488932,72490928,72495155,72567888,72568753,72572056,72572650,","72474729,72489041,72491000,72495268,72568030,72568884,72572109,72572810,",0,HDAC8,cmpl,cmpl,"2,1,1,2,1,2,0,0,"
ENST00000650126.1,chrX,-,72473430,72572847,72474695,72572761,7,"72473430,72488932,72495155,72567888,72568753,72572056,72572650,","72474729,72489041,72495268,72568030,72568884,72572109,72572847,",0,HDAC8,cmpl,cmpl,"2,1,2,1,2,0,0,"
ENST00000647974.1,chrX,-,72473440,72572095,72568023,72572095,6,"72473440,72488932,72490928,72495155,72567888,72572056,","72474729,72489041,72491006,72495268,72568030,72572095,",0,HDAC8,cmpl,cmpl,"-1,-1,-1,-1,2,2,"
ENST00000373560.7,chrX,-,72474406,72572830,72474695,72572761,5,"72474406,72567888,72568753,72572056,72572650,","72474729,72568030,72568884,72572109,72572830,",0,HDAC8,cmpl,cmpl,"2,1,2,0,0,"
ENST00000373559.8,chrX,-,72474534,72572812,72474695,72572761,5,"72474534,72488932,72495155,72572056,72572650,","72474729,72489041,72495268,72572109,72572812,",0,HDAC8,cmpl,cmpl,"2,1,2,0,0,"
ENST00000648577.1,chrX,-,72484850,72572816,72494349,72572761,8,"72484850,72490928,72494195,72495155,72567888,72568753,72572056,72572650,","72489041,72491006,72494381,72495268,72568030,72568884,72572109,72572816,",0,HDAC8,cmpl,cmpl,"-1,-1,1,2,1,2,0,0,"
ENST00000421523.6,chrX,-,72495158,72572809,72495158,72572061,5,"72495158,72567888,72568753,72572056,72572693,","72495268,72568030,72568884,72572109,72572809,",0,HDAC8,cmpl,cmpl,"2,1,2,0,-1,"
ENST00000648101.1,chrX,-,72495193,72572627,72495193,72495193,5,"72495193,72567888,72568753,72572056,72572436,","72495268,72568030,72568884,72572109,72572627,",0,HDAC8,none,none,"-1,-1,-1,-1,-1,"
ENST00000650636.1,chrX,-,72562219,72572816,72562458,72572761,5,"72562219,72567888,72568753,72572056,72572650,","72562474,72568030,72568884,72572109,72572816,",0,HDAC8,cmpl,cmpl,"2,1,2,0,0,"
ENST00000373554.6,chrX,-,72567581,72572853,72567884,72572761,4,"72567581,72568753,72572056,72572650,","72568030,72568884,72572109,72572853,",0,HDAC8,cmpl,cmpl,"1,2,0,0,"
ENST00000373556.8,chrX,-,72567581,72572856,72567756,72572761,5,"72567581,72567888,72568753,72572056,72572650,","72567796,72568030,72568884,72572109,72572856,",0,HDAC8,cmpl,cmpl,"2,1,2,0,0,"
ENST00000444609.1,chrX,-,72568754,72573079,72568754,72568754,3,"72568754,72572056,72572650,","72568879,72572109,72573079,",0,HDAC8,none,none,"-1,-1,-1,"
ENST00000486704.1,chrX,-,72571945,72572816,72571945,72571945,2,"72571945,72572650,","72572109,72572816,",0,HDAC8,none,none,"-1,-1,"
ENST00000373542.9,chrX,-,72578813,72714306,72581001,72713880,32,"72578813,72582397,72584248,72593103,72601990,72602157,72603118,72605270,72605540,72609623,72611027,72618709,72619213,72620724,72623108,72626970,72635154,72636276,72644361,72650389,72652543,72653434,72656119,72657587,72666150,72667374,72676069,72684497,72695707,72705197,72712778,72713802,","72581175,72582598,72584302,72593274,72602029,72602273,72603220,72605400,72605619,72609703,72611184,72618849,72619305,72620901,72623275,72627049,72635299,72636386,72644496,72650468,72652651,72653530,72656242,72657641,72666297,72667473,72676150,72684580,72695876,72705245,72712937,72714306,",0,PHKA1,cmpl,cmpl,"0,0,0,0,0,1,1,0,2,0,2,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"
ENST00000373545.7,chrX,-,72578813,72714319,72581001,72713880,32,"72578813,72582397,72584248,72593103,72599815,72601990,72602157,72603118,72605270,72605540,72609623,72611027,72618709,72619213,72623108,72626970,72635154,72636276,72644361,72650389,72652543,72653434,72656119,72657587,72666150,72667374,72676069,72684497,72695707,72705197,72712778,72713802,","72581175,72582598,72584302,72593274,72599866,72602029,72602273,72603220,72605400,72605619,72609703,72611184,72618849,72619305,72623275,72627049,72635299,72636386,72644496,72650468,72652651,72653530,72656242,72657641,72666297,72667473,72676150,72684580,72695876,72705245,72712937,72714319,",0,PHKA1,cmpl,cmpl,"0,0,0,0,0,0,1,1,0,2,0,2,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"
ENST00000339490.7,chrX,-,72578814,72714181,72581001,72713880,31,"72578814,72582397,72584248,72593103,72602157,72603118,72605270,72605540,72609623,72611027,72618709,72619213,72620724,72623108,72626970,72635154,72636276,72644361,72650389,72652543,72653434,72656119,72657587,72666150,72667374,72676069,72684497,72695707,72705197,72712778,72713802,","72581175,72582598,72584302,72593274,72602273,72603220,72605400,72605619,72609703,72611184,72618849,72619305,72620901,72623275,72627049,72635299,72636386,72644496,72650468,72652651,72653530,72656242,72657641,72666297,72667473,72676150,72684580,72695876,72705245,72712937,72714181,",0,PHKA1,cmpl,cmpl,"0,0,0,0,1,1,0,2,0,2,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"
ENST00000541944.5,chrX,-,72578814,72714181,72581001,72713880,30,"72578814,72582397,72584248,72593103,72602157,72603118,72605270,72605540,72609623,72611027,72618709,72619213,72623108,72626970,72635154,72636276,72644361,72650389,72652543,72653434,72656119,72657587,72666150,72667374,72676069,72684497,72695707,72705197,72712778,72713802,","72581175,72582598,72584302,72593274,72602273,72603220,72605400,72605619,72609703,72611184,72618849,72619305,72623275,72627049,72635299,72636386,72644496,72650468,72652651,72653530,72656242,72657641,72666297,72667473,72676150,72684580,72695876,72705245,72712937,72714181,",0,PHKA1,cmpl,cmpl,"0,0,0,0,1,1,0,2,0,2,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"
ENST00000373539.3,chrX,-,72580626,72714258,72581001,72713880,33,"72580626,72582397,72584248,72593103,72599815,72601990,72602157,72603118,72605270,72605540,72609623,72611027,72618709,72619213,72620724,72623108,72626970,72635154,72636276,72644361,72650389,72652543,72653434,72656119,72657587,72666150,72667374,72676069,72684497,72695707,72705197,72712778,72713802,","72581175,72582598,72584302,72593274,72599866,72602029,72602273,72603220,72605400,72605619,72609703,72611184,72618849,72619305,72620901,72623275,72627049,72635299,72636386,72644496,72650468,72652651,72653530,72656242,72657641,72666297,72667473,72676150,72684580,72695876,72705245,72712937,72714258,",0,PHKA1,cmpl,cmpl,"0,0,0,0,0,0,1,1,0,2,0,2,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"
ENST00000420998.1,chrX,+,72688949,72712348,72688949,72688949,5,"72688949,72697158,72707848,72709430,72711956,","72689002,72697198,72707916,72709475,72712348,",0,PHKA1-AS1,none,none,"-1,-1,-1,-1,-1,"
ENST00000365612.2,chrX,-,72726121,72726337,72726121,72726121,1,"72726121,","72726337,",0,U3,none,none,"-1,"
ENST00000364401.1,chrX,-,72740705,72740869,72740705,72740705,1,"72740705,","72740869,",0,RNU1-112P,none,none,"-1,"
ENST00000334036.10,chrX,+,72776889,72848803,72845135,72848375,7,"72776889,72845041,72845498,72845871,72846884,72847129,72848262,","72777248,72845199,72845557,72846005,72846945,72847277,72848803,",0,DMRTC1B,cmpl,cmpl,"-1,0,1,0,2,0,1,"
ENST00000472595.5,chrX,+,72777008,72848802,72845135,72846960,6,"72777008,72845041,72845498,72845871,72846884,72848262,","72777248,72845199,72845557,72846005,72847277,72848802,",0,DMRTC1B,cmpl,cmpl,"-1,0,1,0,2,-1,"
ENST00000602508.1,chrX,+,72777607,72779097,72777607,72777607,1,"72777607,","72779097,",0,FAM226B,none,none,"-1,"
ENST00000596535.3,chrX,-,72781864,72782660,72781989,72782560,3,"72781864,72782171,72782524,","72782017,72782347,72782660,",0,FAM236B,cmpl,cmpl,"2,0,0,"
ENST00000419795.6,chrX,-,72807424,72808210,72807547,72808110,3,"72807424,72807729,72808074,","72807575,72807905,72808210,",0,FAM236D,cmpl,cmpl,"2,0,0,"
ENST00000458170.1,chrX,-,72807424,72808210,72807547,72808110,3,"72807424,72807729,72808074,","72807575,72807893,72808210,",0,FAM236D,cmpl,cmpl,"2,0,0,"
ENST00000440247.5,chrX,+,72842782,72846929,72845135,72846929,5,"72842782,72845041,72845498,72845871,72846884,","72842844,72845199,72845557,72846005,72846929,",0,DMRTC1B,cmpl,cmpl,"-1,0,1,0,2,"
ENST00000373533.5,chrX,+,72842967,72848798,72845135,72848375,5,"72842967,72845041,72845498,72847129,72848262,","72843108,72845199,72845557,72847277,72848798,",0,DMRTC1B,cmpl,cmpl,"-1,0,1,0,1,"
ENST00000438696.5,chrX,+,72844855,72845940,72845135,72845940,3,"72844855,72845498,72845871,","72845199,72845557,72845940,",0,DMRTC1B,cmpl,cmpl,"0,1,0,"
ENST00000373532.7,chrX,+,72845041,72848802,72845135,72848375,6,"72845041,72845498,72845871,72846884,72847129,72848262,","72845199,72845557,72846005,72846945,72847277,72848802,",0,DMRTC1B,cmpl,cmpl,"0,1,0,2,0,1,"
ENST00000481112.1,chrX,+,72845138,72848473,72845138,72847211,5,"72845138,72845498,72845871,72847129,72848262,","72845199,72845557,72846005,72847277,72848473,",0,DMRTC1B,cmpl,cmpl,"0,1,0,2,-1,"
ENST00000622727.4,chrX,-,72872024,72943814,72873866,72875694,6,"72872024,72873549,72874824,72875272,72875630,72943574,","72872564,72873942,72874958,72875331,72875788,72943814,",0,DMRTC1,cmpl,cmpl,"-1,2,0,1,0,-1,"
ENST00000615063.2,chrX,-,72872024,72943837,72872451,72875694,7,"72872024,72873549,72873881,72874824,72875272,72875630,72943574,","72872564,72873697,72873942,72874958,72875331,72875788,72943837,",0,DMRTC1,cmpl,cmpl,"1,0,2,0,1,0,-1,"
ENST00000596389.5,chrX,-,72872028,72877864,72872451,72875694,5,"72872028,72873549,72875272,72875630,72877721,","72872564,72873697,72875331,72875788,72877864,",0,DMRTC1,cmpl,cmpl,"1,0,1,0,-1,"
ENST00000595412.5,chrX,-,72872120,72875974,72872451,72875694,6,"72872120,72873549,72873881,72874824,72875272,72875630,","72872564,72873697,72873942,72874958,72875331,72875974,",0,DMRTC1,cmpl,cmpl,"1,0,2,0,1,0,"
ENST00000636267.1,chrX,+,72912614,72913401,72912714,72913278,3,"72912614,72912919,72913250,","72912750,72913095,72913401,",0,FAM236C,cmpl,cmpl,"0,0,2,"
ENST00000636532.1,chrX,+,72912614,72913401,72912714,72913278,3,"72912614,72912931,72913250,","72912750,72913095,72913401,",0,FAM236C,cmpl,cmpl,"0,0,2,"
ENST00000593662.1,chrX,+,72938162,72938958,72938262,72938833,3,"72938162,72938487,72938805,","72938298,72938651,72938958,",0,FAM236A,cmpl,cmpl,"0,0,2,"
ENST00000611003.2,chrX,+,72938205,72938958,72938262,72938833,3,"72938205,72938475,72938805,","72938298,72938651,72938958,",0,FAM236A,cmpl,cmpl,"0,0,2,"
ENST00000416989.2,chrX,-,72998387,73002856,72998387,72998387,4,"72998387,73001210,73002186,73002404,","72998850,73001325,73002323,73002856,",0,PABPC1L2B-AS1,none,none,"-1,-1,-1,-1,"
ENST00000373521.4,chrX,+,73002938,73006106,73003642,73004245,1,"73002938,","73006106,",0,PABPC1L2B,cmpl,cmpl,"0,"
ENST00000373519.1,chrX,-,73077275,73079512,73078783,73079386,1,"73077275,","73079512,",0,PABPC1L2A,cmpl,cmpl,"0,"
ENST00000454388.1,chrX,+,73080166,73084635,73080166,73080166,4,"73080166,73080699,73081697,73084172,","73080618,73080836,73081812,73084635,",0,ENSG00000231963,none,none,"-1,-1,-1,-1,"
ENST00000373517.4,chrX,-,73212298,73214851,73213109,73214492,1,"73212298,","73214851,",0,NAP1L2,cmpl,cmpl,"0,"
ENST00000384755.1,chrX,-,73397530,73397637,73397530,73397530,1,"73397530,","73397637,",0,RNU6-1044P,none,none,"-1,"
ENST00000373514.3,chrX,+,73447052,73455171,73447253,73454585,3,"73447052,73453516,73454378,","73447755,73453662,73455171,",0,CDX4,cmpl,cmpl,"0,1,0,"
ENST00000373502.10,chrX,+,73563196,73687111,73563284,73681005,6,"73563196,73577406,73584416,73679325,73679653,73680954,","73563580,73577461,73584572,73679382,73679713,73687111,",0,CHIC1,cmpl,cmpl,"0,2,0,0,0,0,"
ENST00000373504.10,chrX,+,73563199,73687102,73563284,73681005,5,"73563199,73577406,73584416,73679325,73680954,","73563580,73577461,73584572,73679382,73687102,",0,CHIC1,cmpl,cmpl,"0,2,0,0,0,"
ENST00000498407.5,chrX,+,73563281,73686773,73563305,73681005,7,"73563281,73577406,73584416,73679325,73679653,73680954,73686595,","73563580,73577461,73584572,73679382,73679713,73681116,73686773,",0,CHIC1,cmpl,cmpl,"0,2,0,0,0,0,-1,"
ENST00000498318.1,chrX,+,73563451,73683215,73563451,73578712,7,"73563451,73577406,73578703,73584416,73679325,73679653,73680954,","73563580,73577461,73578785,73584572,73679382,73679713,73683215,",0,CHIC1,cmpl,cmpl,"2,2,0,-1,-1,-1,-1,"
